Var1,Var2,Var3,Var4,Var5
10,10,0.0556003481566627,0.258412806161684,0.964433213289807
10,11,0.055962474655604,0.20484221921107,0.97719387362954
10,12,0.0514923451286187,0.160738432960888,0.985652928044367
10,13,0.0455686091555882,0.113728718006116,0.99246626167357
10,14,0.0482261797069582,0.0622040963186741,0.996897630648227
10,15,0.0537832211882477,0.0174501400467264,0.998400149104038
10,16,0.0556472784034645,-0.0446547960133721,0.997451417162406
10,17,0.0811387776921838,-0.0958155023930961,0.992086633442754
10,18,0.0813327942102636,-0.152693782182445,0.984921106215503
10,19,0.0652246497024533,-0.207189330333989,0.976124134763067
10,20,0.0570672300422016,-0.255856503006761,0.965028901704225
10,21,0.0654424271783117,-0.30475373598425,0.950180219289295
10,22,0.0567803322319896,-0.358428885382497,0.931828700993421
10,23,0.0502900959896462,-0.41296137344831,0.909359010669074
10,24,0.0565336369953359,-0.465684394664159,0.88314324571632
10,25,0.0667280420480537,-0.515685015068277,0.854175821267767
10,26,0.0630188568940369,-0.565132956191893,0.822589427054336
10,27,0.0569322918776577,-0.612525717527198,0.788397716580501
10,28,0.058061182613338,-0.659027516679195,0.749874410373626
10,29,0.0598521516758655,-0.713048695079772,0.698555136252539
10,30,0.0511737870582275,-0.770535517210748,0.635339484240421
10,31,0.0344089594295476,-0.826774798042818,0.561479702956602
11,0,0.0143982513677107,0.784915472969226,0.619435541966272
11,1,0.0123160973439354,0.738889786783073,0.673713735004623
11,2,-0.000575408664831693,0.671016202886572,0.741442461940612
11,3,0.00373197287849822,0.619155646523101,0.785259420673827
11,4,-0.0051998843969664,0.572105834007686,0.82016332269654
11,5,-0.008552597651098,0.522925177027435,0.852335680529828
11,6,0.00557841224044397,0.471451432594966,0.881874383356853
11,7,0.0183082599284946,0.4176466853986,0.908425040272423
11,8,0.00639128422163745,0.364524431243873,0.931171890959091
11,9,-0.00269677607666454,0.314149396587617,0.949369729885269
11,10,0.00637755229234863,0.263320327975005,0.964687375112733
11,11,0.00289068591675239,0.209190363180789,0.977870664191958
11,12,-0.00399298351690377,0.15490905339442,0.987920665468173
11,13,0.00321668680655872,0.107617751252497,0.994187141609337
11,14,-0.00499375092090201,0.0602627775089211,0.998170055701257
11,15,5.47259635766232e-05,-0.00114793973789889,0.999999339619495
11,16,0.0102116840434265,-0.0629038373292238,0.997967348543155
11,17,0.04111636515359,-0.108470066104122,0.993249057022419
11,18,0.0460832554647941,-0.155099833311252,0.986823375925291
11,19,0.015558964669588,-0.203771441550801,0.978894845336678
11,20,0.00883942078745477,-0.253841019676948,0.967205563140282
11,21,0.0145749271900367,-0.304914602643632,0.952268164222705
11,22,0.00609982567931763,-0.355931456205696,0.934492156526728
11,23,0.00159630978325624,-0.410443328875159,0.911884710682745
11,24,0.00473332273406764,-0.464846968437856,0.885378388933246
11,25,0.00928886712657444,-0.516229889253299,0.856399683786158
11,26,0.010754919914903,-0.564995485119816,0.825023898739817
11,27,0.000672364537997288,-0.612691746643973,0.79032168863083
11,28,0.00537350516669384,-0.660254252782841,0.75102293382053
11,29,0.00910276022926341,-0.708955514959852,0.7051944537248
11,30,0.00403625586179742,-0.761174825352604,0.648534188680945
11,31,-0.0127225025824403,-0.81465456117118,0.579806936739318
12,0,-0.0366703327203062,0.786130989848045,0.616971112369709
12,1,-0.0398247773982801,0.738518754030974,0.673055745870813
12,2,-0.0490284973829928,0.658868696211982,0.750658542611945
12,3,-0.0541668731127964,0.612014932578318,0.788989019035335
12,4,-0.058866691595553,0.564484668308111,0.82334183172342
12,5,-0.0586374154230531,0.515490784509052,0.854886486382108
12,6,-0.0452996484568708,0.465671558004881,0.883797455254874
12,7,-0.0440775711718669,0.412142735261403,0.910052489415219
12,8,-0.0488844008984315,0.360053304443028,0.931650113137147
12,9,-0.0500681437956191,0.310026851237119,0.949408517177331
12,10,-0.0474169348185743,0.25906617339091,0.964694952872151
12,11,-0.0495230044705873,0.207814166705809,0.976913887783655
12,12,-0.0452522008216465,0.153541672088211,0.987105462072394
12,13,-0.0546215973369084,0.10196241554397,0.993287544933894
12,14,-0.0472157680113325,0.0531475694620137,0.997469802606265
12,15,-0.0564532090813321,-0.00804450132312618,0.998372836761338
12,16,-0.0548922043917697,-0.0485708532978918,0.997310241653482
12,17,-0.0347642568545605,-0.111495861999695,0.993156643839377
12,18,-0.038788163099645,-0.152390794792879,0.987558871189839
12,19,-0.0418224168426835,-0.194916311224874,0.979927812171858
12,20,-0.0379724038013968,-0.251151545018528,0.967202666448118
12,21,-0.0379654821685054,-0.299604456221247,0.953307815962968
12,22,-0.0404265904172261,-0.347305458835562,0.936880253314295
12,23,-0.0436163255923054,-0.404815010373064,0.913357774105242
12,24,-0.0455264897030807,-0.459290969690835,0.88711844975503
12,25,-0.0466951376444087,-0.511360436385593,0.858096770894697
12,26,-0.0467276875476825,-0.5601763049178,0.827054430267492
12,27,-0.048862796136631,-0.608455722872779,0.792082104618627
12,28,-0.0469720829414433,-0.657292884208557,0.752169985969221
12,29,-0.0457332057703303,-0.704716015323234,0.708013991130762
12,30,-0.0472684583383282,-0.75153693895425,0.657995381620261
12,31,-0.0573021838163224,-0.7995520371425,0.597857006006586
13,0,-0.0882248645621071,0.783583381938654,0.614990615231305
13,1,-0.0921695699920412,0.734008385647507,0.672856938855967
13,2,-0.0950171255704744,0.66290484413411,0.7426499265952
13,3,-0.100151824757062,0.608460448467441,0.787239159753014
13,4,-0.105449046835351,0.556258238807232,0.824291981206048
13,5,-0.10473826520135,0.506037365389027,0.856128542120133
13,6,-0.101554621081757,0.458188542368781,0.883034494557779
13,7,-0.102951747788807,0.404247288342053,0.908837206267067
13,8,-0.0998181185324978,0.351676016502326,0.93078478856806
13,9,-0.0939901734208636,0.303934553950979,0.948045164649309
13,10,-0.101631826720462,0.258417371453893,0.960672386367133
13,11,-0.104710476389522,0.207372831255198,0.972641879106325
13,12,-0.0929944988819254,0.159027330894494,0.982884698836172
13,13,-0.0994149437448315,0.106443740744916,0.989336342714873
13,14,-0.0934415647948534,0.0617606037039489,0.993707352191184
13,15,-0.103778314257063,0.000748184700862772,0.994600171782418
13,16,-0.101356889922557,-0.0505235465634147,0.993566380322866
13,17,-0.0955357127934239,-0.0981148288416094,0.990578824699193
13,18,-0.0955977149230704,-0.1443223429654,0.984902095754936
13,19,-0.0946230261951562,-0.197035028935884,0.975819491650944
13,20,-0.093156166720112,-0.250234683820449,0.963693172962896
13,21,-0.0854178551990811,-0.299959164216097,0.950120144937454
13,22,-0.095034028539596,-0.346845751573296,0.933095149507857
13,23,-0.102513488631376,-0.402406222229488,0.909703367565283
13,24,-0.0972149124333997,-0.459183937946702,0.88300587310183
13,25,-0.102312596676863,-0.509369073046039,0.85444442767535
13,26,-0.103496067901165,-0.557777878450808,0.82351223563461
13,27,-0.0979363016545961,-0.605554272559435,0.789754711162418
13,28,-0.0984056665741927,-0.652951400719015,0.750979888602328
13,29,-0.101977078024044,-0.70066941437716,0.706160780073522
13,30,-0.105576807272663,-0.749287701183893,0.653774791974017
13,31,-0.102897892771709,-0.794685605398435,0.598236418346179
14,0,-0.140495014842126,0.778242005417145,0.612046184375666
14,1,-0.143642667211871,0.724974793226958,0.673630709915893
14,2,-0.143461325483457,0.666999103464816,0.731116299960315
14,3,-0.144770068206243,0.610259456641204,0.778861363100996
14,4,-0.150319950685917,0.560613618026766,0.814319521876224
14,5,-0.142821473166823,0.515174526491779,0.845101907497805
14,6,-0.150624947862274,0.463410046545967,0.873248678121961
14,7,-0.152789256117878,0.410079261396992,0.899160965893784
14,8,-0.148150665437839,0.354286300174297,0.923326918181818
14,9,-0.14786641001694,0.298483771181654,0.942890748247049
14,10,-0.156384543599203,0.251208562005372,0.955216275457272
14,11,-0.15192140222912,0.202598417655293,0.967405689826305
14,12,-0.145234499883523,0.155289800096565,0.977134595656889
14,13,-0.149910566818527,0.0998142251859473,0.983648281860278
14,14,-0.141232365450124,0.0547637824474534,0.988460594602238
14,15,-0.145883077768063,-0.00186446826517388,0.989300081562215
14,16,-0.150513749394434,-0.048123173643168,0.987435958126773
